,cik_Filing,CIK,titleOfClass,putCall,investmentDiscretion,value
319608,1323645,1670592,COM,Call,SOLE,6692664
319609,1323645,1670592,COM,Put,SOLE,5301120
319610,1323645,1671933,COM CL A,Call,SOLE,8467536
319611,1323645,1671933,COM CL A,Put,SOLE,9356444
319613,1323645,16732,COM,Call,SOLE,956120
319614,1323645,16732,COM,Put,SOLE,817048
319615,1323645,1673358,COM,Put,SOLE,608048
319617,1323645,1674416,NAMEN AKT,Call,SOLE,1705050
319620,1323645,167493,COM,Call,SOLE,3128349
319621,1323645,167493,COM,Put,SOLE,1770384
319622,1323645,1675149,COM,Call,SOLE,7131726
319623,1323645,1675149,COM,Put,SOLE,14180040
319625,1323645,1679273,COM,Call,SOLE,1857034
319626,1323645,1679273,COM,Put,SOLE,1565486
319629,1323645,1682852,COM,Call,SOLE,83127654
319630,1323645,1682852,COM,Put,SOLE,127574154
319635,1323645,1685738,COM,Call,SOLE,3590328
319636,1323645,1685738,COM,Put,SOLE,1972152
319637,1323645,1686262,SPONSORED ADR,Call,SOLE,4426205
319638,1323645,1686262,SPONSORED ADR,Put,SOLE,1126230
319639,1323645,16868,COM,Call,SOLE,3063125
319640,1323645,16868,COM,Put,SOLE,3745868
319642,1323645,1687229,COM,Call,SOLE,734508
319643,1323645,1687229,COM,Put,SOLE,1677580
319644,1323645,1689923,COM CL A,Call,SOLE,2553100
319645,1323645,1689923,COM CL A,Put,SOLE,774400
319648,1323645,169143,COM,Call,SOLE,3302208
319649,1323645,169143,COM,Put,SOLE,2224404
319650,1323645,16918,CL A,Call,SOLE,3187319
319651,1323645,16918,CL A,Put,SOLE,3890035
319655,1323645,170278,CL A,Call,SOLE,946530
319656,1323645,170278,CL A,Put,SOLE,681178
319660,1323645,1706946,COM,Call,SOLE,24228504
319661,1323645,1706946,COM,Put,SOLE,11134836
319662,1323645,1707753,ORD SHS,Call,SOLE,1969440
319663,1323645,1707753,ORD SHS,Put,SOLE,1907895
319666,1323645,1712807,COM CL A,Call,SOLE,419520
319667,1323645,1712807,COM CL A,Put,SOLE,985872
319670,1323645,1713683,COM,Call,SOLE,15809436
319671,1323645,1713683,COM,Put,SOLE,33900315
319676,1323645,1722608,SPONSORED ADS,Call,SOLE,881448
319677,1323645,1722608,SPONSORED ADS,Put,SOLE,434112
319679,1323645,172819,ADS REP SHS A,Call,SOLE,574632
319680,1323645,172819,ADS REP SHS A,Put,SOLE,832800
319681,1323645,1730168,COM,Put,SOLE,16502168
319682,1323645,1731348,COM CL 2,Call,SOLE,3692156
319683,1323645,1731348,COM CL 2,Put,SOLE,268546
319684,1323645,1736541,SPON ADS,Call,SOLE,3500640
319685,1323645,1736541,SPON ADS,Put,SOLE,1812096
319686,1323645,1737806,SPONSORED ADS,Call,SOLE,1574100
319687,1323645,1737806,SPONSORED ADS,Put,SOLE,2827550
319688,1323645,1737927,COM,Call,SOLE,2337894
319689,1323645,1740915,ORD SH CL A,Call,SOLE,3968141
319690,1323645,1740915,ORD SH CL A,Put,SOLE,7227566
319693,1323645,1742692,SHS,Call,SOLE,12556182
319694,1323645,1742692,SHS,Put,SOLE,7008594
319696,1323645,1742924,COM,Call,SOLE,3891048
319697,1323645,1742924,COM,Put,SOLE,675326
319699,1323645,1745431,COM CL A,Call,SOLE,2818992
319700,1323645,1745431,COM CL A,Put,SOLE,576612
319701,1323645,1746618,CL A,Call,SOLE,678084
319702,1323645,1746618,CL A,Put,SOLE,941472
319703,1323645,1751697,SPON ADS,Call,SOLE,15218645
319704,1323645,1751697,SPON ADS,Put,SOLE,5266280
319705,1323645,1751788,COM,Call,SOLE,7861392
319706,1323645,1751788,COM,Put,SOLE,12574824
319707,1323645,1754581,SPON ADS CL A,Call,SOLE,2368510
319708,1323645,1754581,SPON ADS CL A,Put,SOLE,2779860
319711,1323645,1756708,SPONSORED ADS,Call,SOLE,3050640
319712,1323645,1756708,SPONSORED ADS,Put,SOLE,1395360
319713,1323645,1759509,CL A COM,Call,SOLE,10225289
319714,1323645,1759509,CL A COM,Put,SOLE,22621262
319716,1323645,1762301,ORD SHS,Call,SOLE,4093200
319717,1323645,1762301,ORD SHS,Put,SOLE,8175030
319719,1323645,1766502,CL A,Call,SOLE,4057136
319720,1323645,1766502,CL A,Put,SOLE,3656140
319725,1323645,1776985,SPONSORED ADS,Call,SOLE,26501840
319726,1323645,1776985,SPONSORED ADS,Put,SOLE,32302340
319729,1323645,1781335,COM,Call,SOLE,1288636
319730,1323645,1781335,COM,Put,SOLE,1471483
319731,1323645,178318,COM,Call,SOLE,8369232
319732,1323645,178318,COM,Put,SOLE,3606960
319733,1323645,1784059,COM,Put,SOLE,1004076
319734,1323645,1787425,CL A,Call,SOLE,1896840
319735,1323645,1787425,CL A,Put,SOLE,2756166
319736,1323645,1790982,COM,Call,SOLE,366411
319739,1323645,179258,COM,Call,SOLE,2318560
319740,1323645,179258,COM,Put,SOLE,2129840
319742,1323645,1794515,COM CL A,Call,SOLE,9077880
319743,1323645,1794515,COM CL A,Put,SOLE,4442640
319744,1323645,18,COM,Call,SOLE,16241396
319745,1323645,18,COM,Put,SOLE,11357718
319749,1323645,1801368,COM CL A,Call,SOLE,5377728
319750,1323645,1801368,COM CL A,Put,SOLE,5473110
319754,1323645,1809587,SPONSORED ADS,Call,SOLE,480868
319756,1323645,1810806,COM,Call,SOLE,2859800
319757,1323645,1810806,COM,Put,SOLE,2073355
319758,1323645,1810997,ADS,Call,SOLE,1016666
319759,1323645,1810997,ADS,Put,SOLE,624092
319760,1323645,1811414,COM CL A,Call,SOLE,1346933
319761,1323645,1811414,COM CL A,Put,SOLE,1240421
319763,1323645,1823,COM,Call,SOLE,42712484
319764,1323645,1823,COM,Put,SOLE,80070402
319765,1323645,1823306,SUB VTG SHS,Call,SOLE,2037672
319766,1323645,1823306,SUB VTG SHS,Put,SOLE,711568
319767,1323645,1835632,COM,Call,SOLE,22274954
319768,1323645,1835632,COM,Put,SOLE,20971353
319769,1323645,1841666,COM,Call,SOLE,4020055
319770,1323645,1841666,COM,Put,SOLE,4977339
319772,1323645,1862965,COM,Call,SOLE,34886712
319773,1323645,1862965,COM,Put,SOLE,32951184
319775,1323645,19392,CL A,Call,SOLE,11931051
319776,1323645,19392,CL A,Put,SOLE,10496717
319777,1323645,19617,COM,Call,SOLE,13538925
319778,1323645,19617,COM,Put,SOLE,6444845
319779,1323645,200406,COM,Call,SOLE,22153565
319780,1323645,200406,COM,Put,SOLE,19348017
319782,1323645,21271,COM,Call,SOLE,2726493
319783,1323645,21271,COM,Put,SOLE,3883187
319785,1323645,21344,COM,Call,SOLE,2451294
319786,1323645,21344,COM,Put,SOLE,1551302
319789,1323645,21665,COM,Call,SOLE,3089308
319790,1323645,21665,COM,Put,SOLE,3080774
319791,1323645,217346,COM,Call,SOLE,1412760
319792,1323645,217346,COM,Put,SOLE,1204320
319793,1323645,22301,CL A,Call,SOLE,3080196
319794,1323645,22301,CL A,Put,SOLE,890841
319796,1323645,24545,CL B,Call,SOLE,12579390
319797,1323645,24545,CL B,Put,SOLE,11921220
319798,1323645,2488,COM,Call,SOLE,103536050
319799,1323645,2488,COM,Put,SOLE,125782990
319800,1323645,26172,COM,Call,SOLE,5366244
319801,1323645,27419,COM,Call,SOLE,40849160
319802,1323645,27419,COM,Put,SOLE,78805320
319804,1323645,277948,COM,Call,SOLE,4451840
319805,1323645,277948,COM,Put,SOLE,3196000
319807,1323645,27904,COM NEW,Call,SOLE,425972
319808,1323645,27904,COM NEW,Put,SOLE,2215836
319810,1323645,2809,COM,Call,SOLE,8954090
319811,1323645,2809,COM,Put,SOLE,7492740
319813,1323645,29082,COM,Call,SOLE,7821945
319814,1323645,29082,COM,Put,SOLE,18633267
319816,1323645,29989,COM,Call,SOLE,849932
319817,1323645,29989,COM,Put,SOLE,1091723
319819,1323645,30371,COM NEW,Call,SOLE,3692480
319821,1323645,311359,COM,Call,SOLE,1602326
319823,1323645,313807,SPONSORED ADR,Call,SOLE,3786786
319824,1323645,313807,SPONSORED ADR,Put,SOLE,1318185
319826,1323645,313838,SPONSORED ADR,Call,SOLE,3551840
319828,1323645,315189,COM,Call,SOLE,22733607
319829,1323645,315189,COM,Put,SOLE,23179364
319832,1323645,315293,SHS CL A,Call,SOLE,7183384
319833,1323645,315293,SHS CL A,Put,SOLE,11781952
319835,1323645,316709,COM,Call,SOLE,17736690
319836,1323645,316709,COM,Put,SOLE,27046560
319837,1323645,317788,COM NEW,Call,SOLE,7032147
319838,1323645,317788,COM NEW,Put,SOLE,5708664
319840,1323645,31791,COM,Call,SOLE,3598974
319841,1323645,31791,COM,Put,SOLE,2211660
319842,1323645,318154,COM,Put,SOLE,4611885
319844,1323645,320187,CL B,Call,SOLE,28367234
319845,1323645,320187,CL B,Put,SOLE,52751055
319847,1323645,320193,COM,Call,SOLE,54673803
319848,1323645,320193,COM,Put,SOLE,45653247
319850,1323645,33185,COM,Call,SOLE,11155299
319851,1323645,33185,COM,Put,SOLE,5299499
319853,1323645,34088,COM,Call,SOLE,47562987
319854,1323645,34088,COM,Put,SOLE,46247402
319856,1323645,3453,COM,Put,SOLE,1080360
319857,1323645,353278,ADR,Put,SOLE,2441600
319859,1323645,353944,SHS USD,Call,SOLE,3269721
319860,1323645,353944,SHS USD,Put,SOLE,3683134
319862,1323645,35495,COM,Call,SOLE,51253735
319863,1323645,35495,COM,Put,SOLE,88106623
319864,1323645,354952,ORD SHS,Call,SOLE,6970866
319865,1323645,354952,ORD SHS,Put,SOLE,6134814
319867,1323645,357,COM NEW,Call,SOLE,5547674
319868,1323645,357,COM NEW,Put,SOLE,1572010
319871,1323645,36405,COM,Call,SOLE,20110363
319872,1323645,36405,COM,Put,SOLE,27204216
319874,1323645,36405,REAL ESTATE ETF,Call,SOLE,2784240
319875,1323645,36405,REAL ESTATE ETF,Put,SOLE,3352689
319878,1323645,37996,COM,Call,SOLE,9099337
319879,1323645,37996,COM,Put,SOLE,5645286
319881,1323645,39911,COM,Call,SOLE,2508065
319882,1323645,39911,COM,Put,SOLE,2659855
319884,1323645,40533,COM,Call,SOLE,7254756
319885,1323645,40533,COM,Put,SOLE,12403965
319887,1323645,40545,COM NEW,Call,SOLE,11767938
319888,1323645,40545,COM NEW,Put,SOLE,9197599
319890,1323645,40729,COM,Call,SOLE,2985147
319891,1323645,40729,COM,Put,SOLE,3399354
319894,1323645,42582,COM,Call,SOLE,1680016
319895,1323645,42582,COM,Put,SOLE,526604
319896,1323645,4447,COM,Call,SOLE,3405380
319897,1323645,4447,COM,Put,SOLE,2146870
319899,1323645,45012,COM,Call,SOLE,4178349
319900,1323645,45012,COM,Put,SOLE,5447634
319902,1323645,46765,COM,Call,SOLE,251220
319903,1323645,47111,COM,Call,SOLE,3540501
319904,1323645,47111,COM,Put,SOLE,5610630
319906,1323645,47217,COM,Call,SOLE,2399579
319907,1323645,47217,COM,Put,SOLE,2286569
319910,1323645,4962,COM,Call,SOLE,4629880
319911,1323645,4962,COM,Put,SOLE,12139120
319913,1323645,4977,COM,Call,SOLE,2370634
319914,1323645,4977,COM,Put,SOLE,4309182
319916,1323645,50863,COM,Call,SOLE,2683150
319917,1323645,50863,COM,Put,SOLE,7740450
319919,1323645,51143,COM,Call,SOLE,4531074
319920,1323645,51143,COM,Put,SOLE,1563822
319922,1323645,5272,COM NEW,Call,SOLE,2717908
319923,1323645,5272,COM NEW,Put,SOLE,4969564
319924,1323645,55067,COM,Put,SOLE,843902
319927,1323645,55785,COM,Call,SOLE,2443932
319928,1323645,55785,COM,Put,SOLE,1958004
319930,1323645,56873,COM,Call,SOLE,7268756
319931,1323645,56873,COM,Put,SOLE,1226546
319932,1323645,58696,CL A,Call,SOLE,11418528
319933,1323645,58696,CL A,Put,SOLE,16030080
319935,1323645,59478,COM,Call,SOLE,23644432
319936,1323645,59478,COM,Put,SOLE,44360932
319937,1323645,60519,COM,Call,SOLE,11329410
319938,1323645,60519,COM,Put,SOLE,11509615
319940,1323645,60667,COM,Call,SOLE,7521768
319941,1323645,60667,COM,Put,SOLE,19592784
319943,1323645,62709,COM,Put,SOLE,1755582
319944,1323645,6281,COM,Put,SOLE,2636550
319945,1323645,63754,COM NON VTG,Call,SOLE,1487794
319946,1323645,63754,COM NON VTG,Put,SOLE,1584404
319947,1323645,63908,COM,Put,SOLE,3324068
319950,1323645,64803,COM,Call,SOLE,30494096
319951,1323645,64803,COM,Put,SOLE,42749504
319953,1323645,6577,COM NEW,Call,SOLE,1227951
319954,1323645,6577,COM NEW,Put,SOLE,373245
319955,1323645,6674,COM,Call,SOLE,8561766
319956,1323645,6674,COM,Put,SOLE,11492661
319957,1323645,68505,COM NEW,Put,SOLE,3858140
319959,1323645,701818,COM,Call,SOLE,663502
319960,1323645,701818,COM,Put,SOLE,292243
319962,1323645,701985,COM,Call,SOLE,4222295
319963,1323645,701985,COM,Put,SOLE,2337965
319964,1323645,702165,COM,Put,SOLE,5001528
319966,1323645,70318,COM NEW,Call,SOLE,1061970
319967,1323645,70318,COM NEW,Put,SOLE,1053801
319968,1323645,703351,COM,Call,SOLE,1631914
319969,1323645,703351,COM,Put,SOLE,1225765
319970,1323645,7084,COM,Call,SOLE,1601883
319971,1323645,7084,COM,Put,SOLE,2237229
319973,1323645,70866,COM,Call,SOLE,498480
319974,1323645,70866,COM,Put,SOLE,1053240
319978,1323645,717423,COM,Call,SOLE,806799
319979,1323645,717423,COM,Put,SOLE,600530
319981,1323645,718877,COM,Call,SOLE,5914517
319982,1323645,718877,COM,Put,SOLE,7990253
319984,1323645,719955,COM,Call,SOLE,1843517
319985,1323645,719955,COM,Put,SOLE,2046473
319987,1323645,723125,COM,Call,SOLE,8979660
319988,1323645,723125,COM,Put,SOLE,17102340
319990,1323645,72333,COM,Call,SOLE,389064
319991,1323645,72333,COM,Put,SOLE,753246
319993,1323645,723531,COM,Call,SOLE,8585850
319994,1323645,723531,COM,Put,SOLE,6169800
319996,1323645,723612,COM,Call,SOLE,2654336
319997,1323645,723612,COM,Put,SOLE,3006865
319998,1323645,726728,COM,Call,SOLE,3379048
319999,1323645,726728,COM,Put,SOLE,3142801
320000,1323645,727632,COM,Call,SOLE,50538195
320001,1323645,727632,COM,Put,SOLE,52500420
320003,1323645,728535,COM,Put,SOLE,2738960
320005,1323645,729217,COM,Call,SOLE,965604
320006,1323645,729217,COM,Put,SOLE,1527672
320007,1323645,72945,COM,Call,SOLE,5806050
320008,1323645,72945,COM,Put,SOLE,11921756
320009,1323645,731766,COM,Call,SOLE,10143228
320010,1323645,731766,COM,Put,SOLE,16721262
320011,1323645,732712,COM,Call,SOLE,25928040
320012,1323645,732712,COM,Put,SOLE,9321624
320013,1323645,732717,COM,Call,SOLE,53081880
320014,1323645,732717,COM,Put,SOLE,18299940
320016,1323645,73309,COM,Call,SOLE,40020990
320017,1323645,73309,COM,Put,SOLE,40260705
320022,1323645,74026,COM,Call,SOLE,1385352
320023,1323645,74026,COM,Put,SOLE,2556000
320024,1323645,740883,COM,Call,SOLE,18749070
320025,1323645,740883,COM,Put,SOLE,16375041
320027,1323645,74303,COM PAR $1,Call,SOLE,5355112
320028,1323645,74303,COM PAR $1,Put,SOLE,5556432
320030,1323645,746515,COM,Call,SOLE,1933776
320031,1323645,746515,COM,Put,SOLE,2739516
320033,1323645,749098,COM,Call,SOLE,4144128
320034,1323645,749098,COM,Put,SOLE,5010186
320035,1323645,75234,COM,Put,SOLE,968350
320038,1323645,753308,COM,Call,SOLE,22705152
320039,1323645,753308,COM,Put,SOLE,12967704
320041,1323645,75523,COM,Call,SOLE,16285995
320042,1323645,75523,COM,Put,SOLE,41850072
320044,1323645,756894,COM,Call,SOLE,8857800
320045,1323645,756894,COM,Put,SOLE,2910800
320047,1323645,764065,COM,Call,SOLE,2068150
320048,1323645,764065,COM,Put,SOLE,1064553
320050,1323645,76418,COM,Call,SOLE,7601356
320051,1323645,76418,COM,Put,SOLE,4407270
320053,1323645,764478,COM,Call,SOLE,2854960
320054,1323645,764478,COM,Put,SOLE,2814320
320056,1323645,764535,FNF GROUP COM,Call,SOLE,834880
320057,1323645,764622,COM,Call,SOLE,2167113
320058,1323645,764622,COM,Put,SOLE,3402438
320059,1323645,766421,COM,Call,SOLE,682510
320060,1323645,766704,COM,Call,SOLE,3456531
320061,1323645,766704,COM,Put,SOLE,4700196
320064,1323645,7736,SHS,Call,SOLE,1453297
320065,1323645,7736,SHS,Put,SOLE,2877382
320067,1323645,77384,COM,Call,SOLE,3377862
320068,1323645,77384,COM,Put,SOLE,5212750
320070,1323645,77476,COM,Call,SOLE,41412464
320071,1323645,77476,COM,Put,SOLE,48551945
320072,1323645,775158,COM,Call,SOLE,1251081
320073,1323645,775158,COM,Put,SOLE,4778904
320074,1323645,78003,COM,Call,SOLE,107246610
320075,1323645,78003,COM,Put,SOLE,61636390
320077,1323645,785161,COM,Call,SOLE,789646
320078,1323645,785161,COM,Put,SOLE,1383512
320081,1323645,789019,COM,Call,SOLE,31782240
320082,1323645,789019,COM,Put,SOLE,22903392
320083,1323645,78957,COM,Call,SOLE,8441928
320084,1323645,78957,COM,Put,SOLE,11897688
320085,1323645,79417,COM,Call,SOLE,2844927
320086,1323645,79417,COM,Put,SOLE,2099310
320088,1323645,794367,COM,Call,SOLE,5301450
320089,1323645,794367,COM,Put,SOLE,11870012
320091,1323645,795266,COM,Call,SOLE,3569454
320092,1323645,795266,COM,Put,SOLE,3310020
320093,1323645,796343,COM,Call,SOLE,7088250
320094,1323645,796343,COM,Put,SOLE,8449194
320096,1323645,797721,COM,Call,SOLE,556750
320097,1323645,797721,COM,Put,SOLE,472124
320098,1323645,798354,COM,Put,SOLE,1660640
320099,1323645,80424,COM,Call,SOLE,41058580
320100,1323645,80424,COM,Put,SOLE,32699642
320101,1323645,804328,COM,Call,SOLE,21743243
320102,1323645,804328,COM,Put,SOLE,36189973
320105,1323645,811809,SPONSORED ADS,Call,SOLE,2275195
320106,1323645,811809,SPONSORED ADS,Put,SOLE,4707300
320107,1323645,813672,COM,Call,SOLE,6857680
320108,1323645,813672,COM,Put,SOLE,5273705
320110,1323645,813828,CL B,Call,SOLE,79657092
320111,1323645,813828,CL B,Put,SOLE,31344948
320112,1323645,814445,COM,Call,SOLE,2467400
320113,1323645,814445,COM,Put,SOLE,1609504
320115,1323645,814453,COM,Put,SOLE,611520
320119,1323645,815097,COMMON STOCK,Call,SOLE,22254732
320120,1323645,815097,COMMON STOCK,Put,SOLE,23085688
320121,1323645,815556,COM,Call,SOLE,2575212
320122,1323645,815556,COM,Put,SOLE,2786610
320125,1323645,820313,CL A,Call,SOLE,1154472
320126,1323645,820313,CL A,Put,SOLE,1722962
320128,1323645,820318,COM,Call,SOLE,922455
320129,1323645,820318,COM,Put,SOLE,2705868
320130,1323645,822416,COM,Call,SOLE,2074908
320131,1323645,822416,COM,Put,SOLE,1217508
320134,1323645,825542,CL A,Call,SOLE,2640400
320135,1323645,826473,COM,Call,SOLE,2322815
320136,1323645,826473,COM,Put,SOLE,2663100
320139,1323645,827187,COM,Call,SOLE,888560
320140,1323645,827187,COM,Put,SOLE,1003460
320142,1323645,829224,COM,Put,SOLE,7544565
320144,1323645,831001,COM NEW,Call,SOLE,19795842
320145,1323645,831001,COM NEW,Put,SOLE,18056610
320147,1323645,831259,CL B,Call,SOLE,30358575
320148,1323645,831259,CL B,Put,SOLE,24566451
320149,1323645,831972,COM,Call,SOLE,575910
320150,1323645,831972,COM,Put,SOLE,330480
320153,1323645,833444,SHS,Call,SOLE,7049577
320154,1323645,833444,SHS,Put,SOLE,9188030
320157,1323645,837465,COM,Call,SOLE,277144
320158,1323645,837465,COM,Put,SOLE,439040
320160,1323645,847926,COM,Call,SOLE,478932
320161,1323645,847926,COM,Put,SOLE,532644
320168,1323645,855658,COM,Call,SOLE,2473626
320170,1323645,857489,COM,Call,SOLE,2603844
320171,1323645,857489,COM,Put,SOLE,2431404
320173,1323645,85847,COM,Put,SOLE,402819
320174,1323645,858877,COM,Call,SOLE,20918437
320175,1323645,858877,COM,Put,SOLE,22667449
320177,1323645,859737,COM,Call,SOLE,1186680
320178,1323645,859737,COM,Put,SOLE,1676664
320180,1323645,86073,COM,Call,SOLE,7245144
320181,1323645,86073,COM,Put,SOLE,8812356
320182,1323645,863064,SPONSORED ADR,Call,SOLE,1827462
320183,1323645,863064,SPONSORED ADR,Put,SOLE,2751234
320186,1323645,864749,COM,Call,SOLE,1238098
320191,1323645,867,COM,Call,SOLE,13537242
320192,1323645,867,COM,Put,SOLE,16792098
320193,1323645,867773,COM,Call,SOLE,6603268
320194,1323645,867773,COM,Put,SOLE,5006713
320197,1323645,87347,COM STK,Call,SOLE,14205285
320198,1323645,87347,COM STK,Put,SOLE,12641895
320203,1323645,87789,COM,Call,SOLE,1995849
320207,1323645,882095,COM,Call,SOLE,5845105
320208,1323645,882095,COM,Put,SOLE,4872131
320210,1323645,882796,COM,Call,SOLE,265920
320211,1323645,882796,COM,Put,SOLE,812995
320212,1323645,884394,S&P BIOTECH,Call,SOLE,5318100
320213,1323645,884394,S&P BIOTECH,Put,SOLE,12987360
320215,1323645,884394,S&P BK ETF,Call,SOLE,840224
320216,1323645,884394,S&P BK ETF,Put,SOLE,785664
320217,1323645,884394,S&P HOMEBUILD,Call,SOLE,4331890
320218,1323645,884394,S&P HOMEBUILD,Put,SOLE,2684914
320220,1323645,884394,S&P METALS MNG,Call,SOLE,2382296
320221,1323645,884394,S&P METALS MNG,Put,SOLE,2539026
320222,1323645,884394,S&P OILGAS EXP,Call,SOLE,21244792
320223,1323645,884394,S&P OILGAS EXP,Put,SOLE,20384358
320225,1323645,884394,S&P REGL BKG,Call,SOLE,11215555
320226,1323645,884394,S&P REGL BKG,Put,SOLE,14240850
320228,1323645,884394,TR UNIT,Call,SOLE,5034576
320229,1323645,884394,TR UNIT,Put,SOLE,30444936
320230,1323645,88559,COM,Put,SOLE,1402588
320232,1323645,885639,COM,Call,SOLE,1032251
320233,1323645,885639,COM,Put,SOLE,785301
320235,1323645,885725,COM,Call,SOLE,926064
320238,1323645,886982,COM,Call,SOLE,38025470
320239,1323645,886982,COM,Put,SOLE,54972435
320242,1323645,891103,COM,Call,SOLE,1494425
320243,1323645,891103,COM,Put,SOLE,1957300
320244,1323645,89119,COM,Call,SOLE,325314
320245,1323645,89119,COM,Put,SOLE,308946
320246,1323645,893538,COM,Call,SOLE,1134980
320247,1323645,893538,COM,Put,SOLE,1821864
320248,1323645,893928,COM,Call,SOLE,1137765
320249,1323645,895419,COM,Call,SOLE,2157161
320250,1323645,895419,COM,Put,SOLE,2682480
320251,1323645,895421,COM NEW,Call,SOLE,23450424
320252,1323645,895421,COM NEW,Put,SOLE,30998928
320254,1323645,896159,COM,Call,SOLE,3054298
320255,1323645,896159,COM,Put,SOLE,2223065
320257,1323645,896878,COM,Call,SOLE,8812114
320258,1323645,896878,COM,Put,SOLE,20711684
320261,1323645,898,COM,Put,SOLE,8240544
320263,1323645,898293,COM,Put,SOLE,1111530
320265,1323645,899051,COM,Call,SOLE,13835640
320266,1323645,899051,COM,Put,SOLE,12094420
320268,1323645,899715,COM,Call,SOLE,383672
320269,1323645,901491,COM,Call,SOLE,4070835
320270,1323645,905036,CL A,Call,SOLE,7634088
320271,1323645,905036,CL A,Put,SOLE,21563820
320272,1323645,906107,SH BEN INT,Call,SOLE,2814550
320273,1323645,906107,SH BEN INT,Put,SOLE,9312450
320275,1323645,906553,COM,Call,SOLE,1862188
320276,1323645,906553,COM,Put,SOLE,806511
320278,1323645,908255,COM,Call,SOLE,3353208
320279,1323645,908255,COM,Put,SOLE,2537441
320280,1323645,909832,COM,Call,SOLE,90888770
320281,1323645,909832,COM,Put,SOLE,168152740
320283,1323645,910638,COM NEW,Call,SOLE,3750114
320284,1323645,910638,COM NEW,Put,SOLE,2759274
320287,1323645,912242,COM,Call,SOLE,1275264
320288,1323645,912242,COM,Put,SOLE,1128384
320290,1323645,914208,SHS,Call,SOLE,273938
320291,1323645,915912,COM,Put,SOLE,4167735
320293,1323645,915913,COM,Call,SOLE,20431498
320294,1323645,915913,COM,Put,SOLE,26228994
320296,1323645,916365,COM,Call,SOLE,5941140
320297,1323645,916365,COM,Put,SOLE,9973480
320298,1323645,91654,COM,Call,SOLE,1136356
320299,1323645,91654,COM,Put,SOLE,907699
320302,1323645,917851,SPONSORED ADS,Call,SOLE,5905224
320303,1323645,917851,SPONSORED ADS,Put,SOLE,836994
320304,1323645,919012,COM,Call,SOLE,5542548
320305,1323645,919012,COM,Put,SOLE,1258404
320307,1323645,92122,COM,Call,SOLE,6549390
