,cik_Filing,CIK,titleOfClass,putCall,investmentDiscretion,value
902703,1642575,1590955,COM,Call,DFND,291000
902704,1642575,1590955,COM,Put,DFND,7847000
902716,1642575,1594805,CL A,Put,DFND,10330000
902719,1642575,1596532,COM,Call,DFND,9603000
902720,1642575,1596532,COM,Put,DFND,33178000
902722,1642575,1596783,COM,Put,DFND,435000
902724,1642575,1597033,COM,Call,DFND,2810000
902725,1642575,1597033,COM,Put,DFND,1360000
902738,1642575,1601046,COM,Put,DFND,2375000
902748,1642575,1604778,COM,Call,DFND,704000
902749,1642575,1604778,COM,Put,DFND,13637000
902751,1642575,1604868,COM,Put,DFND,1338000
902764,1642575,1609711,CL A,Call,DFND,925000
902765,1642575,1609711,CL A,Put,DFND,1935000
902780,1642575,1616707,CL A,Call,DFND,88697000
902781,1642575,1616707,CL A,Put,DFND,185088000
902783,1642575,161764,CL C CAP STK,Call,DFND,222907000
902784,1642575,161764,CL C CAP STK,Put,DFND,336151000
902787,1642575,1618732,CL A,Call,DFND,7156000
902788,1642575,1618732,CL A,Put,DFND,18138000
902790,1642575,1618921,COM,Put,DFND,709000
902808,1642575,1625163,COM,Put,DFND,868000
902826,1642575,1633917,COM,Call,DFND,30173000
902827,1642575,1633917,COM,Put,DFND,40601000
902830,1642575,1633978,COM,Put,DFND,9657000
902836,1642575,1637207,CL A,Put,DFND,272000
902838,1642575,1637459,COM,Call,DFND,628000
902839,1642575,1637459,COM,Put,DFND,628000
902843,1642575,1639825,CL A COM,Call,DFND,1942000
902844,1642575,1639825,CL A COM,Put,DFND,24052000
902847,1642575,1640147,CL A,Put,DFND,1728000
902863,1642575,164559,COM,Call,DFND,292000
902864,1642575,164559,COM,Put,DFND,380000
902882,1642575,1652044,CAP STK CL A,Call,DFND,4635000
902883,1642575,1652044,CAP STK CL A,Put,DFND,5504000
902885,1642575,1652044,CAP STK CL C,Call,DFND,106484000
902886,1642575,1652044,CAP STK CL C,Put,DFND,354175000
902894,1642575,165521,COM,Call,DFND,2430000
902895,1642575,165521,COM,Put,DFND,18108000
902906,1642575,1660134,CL A,Call,DFND,64270000
902907,1642575,1660134,CL A,Put,DFND,221076000
902921,1642575,16667,COM,Put,DFND,9225000
902928,1642575,1670592,COM,Put,DFND,3239000
902931,1642575,1671933,COM CL A,Call,DFND,458000
902932,1642575,1671933,COM CL A,Put,DFND,8156000
902960,1642575,1682852,COM,Call,DFND,5537000
902961,1642575,1682852,COM,Put,DFND,57247000
902973,1642575,1688568,COM,Call,DFND,499000
902974,1642575,1688568,COM,Put,DFND,1053000
902978,1642575,1689923,COM CL A,Put,DFND,714000
902984,1642575,169082,CL A,Put,DFND,7649000
902989,1642575,16918,CL A,Call,DFND,3012000
902990,1642575,16918,CL A,Put,DFND,26603000
903013,1642575,170278,CL A,Put,DFND,744000
903029,1642575,1707753,ORD SHS,Call,DFND,566000
903030,1642575,1707753,ORD SHS,Put,DFND,1465000
903049,1642575,1713683,COM,Call,DFND,89169000
903050,1642575,1713683,COM,Put,DFND,451726000
903085,1642575,1730168,COM,Call,DFND,1331000
903086,1642575,1730168,COM,Put,DFND,16436000
903088,1642575,1731289,COM,Call,DFND,675000
903089,1642575,1731289,COM,Put,DFND,1253000
903101,1642575,1737806,SPONSORED ADS,Put,DFND,6337000
903121,1642575,1746618,CL A,Call,DFND,258000
903122,1642575,1746618,CL A,Put,DFND,275000
903135,1642575,1751788,COM,Call,DFND,1611000
903136,1642575,1751788,COM,Put,DFND,2717000
903141,1642575,1754301,CL A COM,Put,DFND,1011000
903154,1642575,1759509,CL A COM,Call,DFND,22514000
903155,1642575,1759509,CL A COM,Put,DFND,178752000
903170,1642575,1766502,CL A,Call,DFND,2011000
903171,1642575,1766502,CL A,Put,DFND,3668000
903175,1642575,1768267,COM,Put,DFND,1464000
903178,1642575,177045,COM NEW,Put,DFND,1811000
903182,1642575,1772695,COM,Put,DFND,4233000
903202,1642575,178318,COM,Call,DFND,1226000
903203,1642575,178318,COM,Put,DFND,2538000
903219,1642575,1792789,CL A,Call,DFND,581000
903220,1642575,1792789,CL A,Put,DFND,10483000
903234,1642575,18,COM,Put,DFND,4391000
903239,1642575,1801169,COM,Call,DFND,2192000
903240,1642575,1801169,COM,Put,DFND,2192000
903264,1642575,1809519,COM CL A,Call,DFND,2948000
903265,1642575,1809519,COM CL A,Put,DFND,5784000
903305,1642575,1823,COM,Call,DFND,4631000
903306,1642575,1823,COM,Put,DFND,8352000
903342,1642575,1835632,COM,Put,DFND,1137000
903381,1642575,1848,CL A,Call,DFND,456000
903382,1642575,1848,CL A,Put,DFND,1449000
903391,1642575,1853188,COM,Call,DFND,2751000
903392,1642575,1853188,COM,Put,DFND,10758000
903412,1642575,1862965,COM,Call,DFND,4988000
903413,1642575,1862965,COM,Put,DFND,18159000
903445,1642575,19392,CL A,Call,DFND,1239000
903446,1642575,19392,CL A,Put,DFND,4890000
903448,1642575,19617,COM,Call,DFND,21662000
903449,1642575,19617,COM,Put,DFND,23404000
903451,1642575,200406,COM,Call,DFND,6193000
903452,1642575,200406,COM,Put,DFND,6193000
903458,1642575,21271,COM,Call,DFND,6459000
903459,1642575,21271,COM,Put,DFND,10455000
903461,1642575,21344,COM,Call,DFND,1054000
903462,1642575,21344,COM,Put,DFND,1243000
903467,1642575,21665,COM,Put,DFND,418000
903471,1642575,22301,CL A,Call,DFND,169632000
903472,1642575,22301,CL A,Put,DFND,86301000
903475,1642575,23217,COM,Call,DFND,823000
903478,1642575,2488,COM,Put,DFND,31111000
903483,1642575,26172,COM,Call,DFND,1243000
903484,1642575,26172,COM,Put,DFND,1745000
903487,1642575,27419,COM,Call,DFND,4629000
903488,1642575,27419,COM,Put,DFND,39993000
903498,1642575,29082,COM,Call,DFND,1487000
903499,1642575,29082,COM,Put,DFND,39977000
903503,1642575,2969,COM,Call,DFND,1978000
903504,1642575,2969,COM,Put,DFND,4047000
903518,1642575,315189,COM,Call,DFND,2332000
903519,1642575,315189,COM,Put,DFND,5795000
903524,1642575,316709,COM,Call,DFND,1236000
903525,1642575,316709,COM,Put,DFND,6139000
903528,1642575,318154,COM,Call,DFND,5714000
903529,1642575,318154,COM,Put,DFND,6749000
903536,1642575,320187,CL B,Call,DFND,5583000
903537,1642575,320187,CL B,Put,DFND,8233000
903539,1642575,320193,COM,Call,DFND,173610000
903540,1642575,320193,COM,Put,DFND,379343000
903546,1642575,34088,COM,Call,DFND,6009000
903547,1642575,34088,COM,Put,DFND,4987000
903559,1642575,35495,COM,Call,DFND,25440000
903560,1642575,35495,COM,Put,DFND,31250000
903562,1642575,354952,ORD SHS,Put,DFND,20043000
903566,1642575,357,COM NEW,Call,DFND,5304000
903567,1642575,357,COM NEW,Put,DFND,6815000
903576,1642575,36405,COM,Call,DFND,1600000
903577,1642575,36405,COM,Put,DFND,10443000
903586,1642575,39911,COM,Call,DFND,1221000
903587,1642575,39911,COM,Put,DFND,1221000
903590,1642575,40533,COM,Put,DFND,2543000
903592,1642575,40545,COM NEW,Call,DFND,245716000
903593,1642575,40545,COM NEW,Put,DFND,187759000
903595,1642575,40729,COM,Put,DFND,2923000
903598,1642575,4127,COM,Call,DFND,1613000
903599,1642575,4127,COM,Put,DFND,13233000
903605,1642575,4447,COM,Put,DFND,237000
903607,1642575,45012,COM,Put,DFND,4574000
903615,1642575,47111,COM,Put,DFND,542000
903617,1642575,47217,COM,Call,DFND,1032000
903618,1642575,47217,COM,Put,DFND,11211000
903623,1642575,49071,COM,Call,DFND,3664000
903624,1642575,49071,COM,Put,DFND,11411000
903633,1642575,50863,COM,Call,DFND,54178000
903634,1642575,50863,COM,Put,DFND,122235000
903638,1642575,5272,COM NEW,Put,DFND,967000
903649,1642575,56873,COM,Call,DFND,1000000
903650,1642575,56873,COM,Put,DFND,2019000
903656,1642575,59478,COM,Call,DFND,14115000
903657,1642575,59478,COM,Put,DFND,13286000
903660,1642575,59558,COM,Call,DFND,280000
903661,1642575,59558,COM,Put,DFND,280000
903666,1642575,60667,COM,Call,DFND,4317000
903667,1642575,60667,COM,Put,DFND,56013000
903672,1642575,6281,COM,Call,DFND,2144000
903673,1642575,6281,COM,Put,DFND,861000
903677,1642575,63908,COM,Put,DFND,4236000
903679,1642575,6404,COM,Call,DFND,519000
903680,1642575,6404,COM,Put,DFND,708000
903682,1642575,64803,COM,Call,DFND,5952000
903683,1642575,64803,COM,Put,DFND,14979000
903685,1642575,64978,COM,Call,DFND,789000
903686,1642575,64978,COM,Put,DFND,4629000
903690,1642575,6674,COM,Call,DFND,2736000
903691,1642575,6674,COM,Put,DFND,8295000
903699,1642575,701221,COM,Call,DFND,941000
903700,1642575,701221,COM,Put,DFND,12102000
903704,1642575,701985,COM,Put,DFND,2205000
903706,1642575,702165,COM,Put,DFND,327000
903708,1642575,70318,COM NEW,Call,DFND,1095000
903709,1642575,70318,COM NEW,Put,DFND,3186000
903714,1642575,707549,COM,Call,DFND,2086000
903715,1642575,707549,COM,Put,DFND,7263000
903717,1642575,7084,COM,Call,DFND,4346000
903718,1642575,7084,COM,Put,DFND,3129000
903725,1642575,712515,COM,Call,DFND,2625000
903726,1642575,712515,COM,Put,DFND,7848000
903731,1642575,715957,COM,Put,DFND,707000
903738,1642575,718877,COM,Call,DFND,2122000
903739,1642575,718877,COM,Put,DFND,37636000
903741,1642575,719739,COM,Call,DFND,543000
903742,1642575,719739,COM,Put,DFND,543000
903747,1642575,721371,COM,Call,DFND,237000
903748,1642575,721371,COM,Put,DFND,2389000
903751,1642575,723125,COM,Call,DFND,14122000
903752,1642575,723125,COM,Put,DFND,91194000
903757,1642575,723531,COM,Put,DFND,24092000
903761,1642575,724974,COM,Call,DFND,670000
903762,1642575,724974,COM,Put,DFND,400000
903772,1642575,727632,COM,Call,DFND,2590000
903773,1642575,727632,COM,Put,DFND,2590000
903778,1642575,72945,COM,Call,DFND,1781000
903779,1642575,72945,COM,Put,DFND,4413000
903787,1642575,731766,COM,Call,DFND,1707000
903788,1642575,731766,COM,Put,DFND,36857000
903791,1642575,732712,COM,Call,DFND,249000
903792,1642575,732712,COM,Put,DFND,618000
903794,1642575,732717,COM,Call,DFND,15855000
903795,1642575,732717,COM,Put,DFND,87650000
903797,1642575,73309,COM,Call,DFND,1005000
903798,1642575,73309,COM,Put,DFND,1005000
903806,1642575,740883,COM,Call,DFND,4524000
903807,1642575,740883,COM,Put,DFND,12299000
903815,1642575,743988,COM,Call,DFND,1060000
903818,1642575,745732,COM,Call,DFND,823000
903819,1642575,745732,COM,Put,DFND,1189000
903823,1642575,749251,COM,Put,DFND,7188000
903829,1642575,75523,COM,Call,DFND,5396000
903830,1642575,75523,COM,Put,DFND,4738000
903832,1642575,756894,COM,Call,DFND,711000
903833,1642575,756894,COM,Put,DFND,355000
903837,1642575,764065,COM,Call,DFND,1119000
903838,1642575,764065,COM,Put,DFND,864000
903840,1642575,76418,COM,Call,DFND,7635000
903841,1642575,76418,COM,Put,DFND,11843000
903843,1642575,764478,COM,Put,DFND,6848000
903853,1642575,769397,COM,Call,DFND,3262000
903854,1642575,769397,COM,Put,DFND,83204000
903858,1642575,772406,COM,Call,DFND,3515000
903859,1642575,772406,COM,Put,DFND,9101000
903865,1642575,77476,COM,Call,DFND,10249000
903866,1642575,77476,COM,Put,DFND,18830000
903876,1642575,78003,COM,Call,DFND,33281000
903877,1642575,78003,COM,Put,DFND,13345000
903888,1642575,789019,COM,Call,DFND,138799000
903889,1642575,789019,COM,Put,DFND,445658000
903891,1642575,78957,COM,Put,DFND,2962000
903902,1642575,794367,COM,Call,DFND,335000
903903,1642575,794367,COM,Put,DFND,225000
903905,1642575,795266,COM,Put,DFND,286000
903908,1642575,796343,COM,Call,DFND,12702000
903909,1642575,796343,COM,Put,DFND,51262000
903912,1642575,798354,COM,Call,DFND,861000
903913,1642575,798354,COM,Put,DFND,675000
903924,1642575,80424,COM,Call,DFND,556000
903925,1642575,80424,COM,Put,DFND,556000
903927,1642575,804328,COM,Call,DFND,11082000
903928,1642575,804328,COM,Put,DFND,84980000
903930,1642575,804753,COM,Put,DFND,4978000
903944,1642575,813672,COM,Call,DFND,3820000
903945,1642575,813672,COM,Put,DFND,4193000
903947,1642575,813828,CL B,Call,DFND,3634000
903948,1642575,813828,CL B,Put,DFND,2445000
903951,1642575,814453,COM,Call,DFND,633000
903952,1642575,814453,COM,Put,DFND,1269000
903955,1642575,815097,COMMON STOCK,Put,DFND,636000
903957,1642575,815556,COM,Put,DFND,8629000
903976,1642575,827052,COM,Put,DFND,1604000
903983,1642575,829224,COM,Call,DFND,17429000
903984,1642575,829224,COM,Put,DFND,15744000
903987,1642575,831001,COM NEW,Call,DFND,3853000
903988,1642575,831001,COM NEW,Put,DFND,24198000
903990,1642575,831259,CL B,Call,DFND,1644000
903991,1642575,831259,CL B,Put,DFND,584000
903997,1642575,832988,SHS,Call,DFND,305000
903998,1642575,832988,SHS,Put,DFND,418000
904016,1642575,847926,COM,Call,DFND,210000
904017,1642575,847926,COM,Put,DFND,349000
904021,1642575,849399,COM,Put,DFND,3894000
904036,1642575,857489,COM,Call,DFND,1966000
904037,1642575,857489,COM,Put,DFND,1811000
904041,1642575,858877,COM,Call,DFND,12389000
904042,1642575,858877,COM,Put,DFND,20202000
904048,1642575,86073,COM,Call,DFND,642000
904049,1642575,86073,COM,Put,DFND,848000
904062,1642575,865752,COM,Put,DFND,1008000
904071,1642575,867,COM,Put,DFND,14967000
904075,1642575,872589,COM,Call,DFND,5305000
904076,1642575,872589,COM,Put,DFND,4105000
904079,1642575,87347,COM STK,Call,DFND,377000
904086,1642575,875045,COM,Call,DFND,42562000
904087,1642575,875045,COM,Put,DFND,137762000
904092,1642575,877212,CL A,Put,DFND,5000000
904105,1642575,882095,COM,Call,DFND,9773000
904106,1642575,882095,COM,Put,DFND,31484000
904116,1642575,884394,S&P BIOTECH,Put,DFND,4501000
904118,1642575,884394,S&P HOMEBUILD,Put,DFND,2042000
904120,1642575,884394,S&P METALS MNG,Call,DFND,448000
904122,1642575,884394,S&P OILGAS EXP,Call,DFND,16279000
904123,1642575,884394,S&P OILGAS EXP,Put,DFND,46190000
904125,1642575,884394,S&P REGL BKG,Call,DFND,361000
904126,1642575,884394,S&P REGL BKG,Put,DFND,38486000
904128,1642575,884394,S&P RETAIL ETF,Call,DFND,695000
904129,1642575,884394,S&P RETAIL ETF,Put,DFND,470000
904131,1642575,884394,TR UNIT,Call,DFND,223611000
904132,1642575,884394,TR UNIT,Put,DFND,214729000
904137,1642575,885639,COM,Call,DFND,1368000
904138,1642575,885725,COM,Call,DFND,3301000
904139,1642575,885725,COM,Put,DFND,8866000
904144,1642575,886158,COM,Put,DFND,573000
904150,1642575,886982,COM,Call,DFND,421000
904151,1642575,886982,COM,Put,DFND,11897000
904167,1642575,891103,COM,Call,DFND,17166000
904168,1642575,891103,COM,Put,DFND,249014000
904181,1642575,895421,COM NEW,Call,DFND,5703000
904182,1642575,895421,COM NEW,Put,DFND,59613000
904189,1642575,896878,COM,Call,DFND,5853000
904190,1642575,896878,COM,Put,DFND,15630000
904195,1642575,898,COM,Call,DFND,1373000
904196,1642575,898,COM,Put,DFND,1373000
904198,1642575,898173,COM,Put,DFND,9322000
904214,1642575,905036,CL A,Put,DFND,6808000
904225,1642575,909832,COM,Call,DFND,21743000
904226,1642575,909832,COM,Put,DFND,59041000
904230,1642575,910521,COM,Put,DFND,1465000
904237,1642575,912615,COM,Put,DFND,10349000
904260,1642575,916365,COM,Call,DFND,429000
904261,1642575,916365,COM,Put,DFND,12312000
904276,1642575,922224,COM,Call,DFND,568000
904277,1642575,922224,COM,Put,DFND,712000
904282,1642575,9238,COM,Put,DFND,861000
904291,1642575,927066,COM,Call,DFND,205000
904292,1642575,927066,COM,Put,DFND,5062000
904319,1642575,9341,COM,Call,DFND,469000
904320,1642575,9341,COM,Put,DFND,6971000
904325,1642575,93556,COM,Call,DFND,245000
904326,1642575,93556,COM,Put,DFND,6753000
904328,1642575,935703,COM,Call,DFND,1700000
904329,1642575,935703,COM,Put,DFND,34498000
904332,1642575,936395,COM NEW,Call,DFND,47414000
904333,1642575,936395,COM NEW,Put,DFND,59937000
904335,1642575,936468,COM,Call,DFND,5011000
904336,1642575,936468,COM,Put,DFND,7606000
904368,1642575,97472,COM,Call,DFND,7935000
904369,1642575,97472,COM,Put,DFND,17565000
904371,1642575,97745,COM,Call,DFND,267000
904372,1642575,97745,COM,Put,DFND,267000
904419,1643354,1675149,COM,Put,SOLE,11916000
904423,1643354,172358,W EXP 12/16/202,Call,SOLE,1479000
904431,1643354,1867072,COMMON STOCK,Call,SOLE,18100000
904432,1643354,87789,COM,Call,SOLE,26466000
904433,1643354,884394,S&P OILGAS EXP,Put,SOLE,11984000
904441,1643569,935036,COM,Call,SOLE,38170000
904568,1643833,884394,PUT,Put,SOLE,7125000
905797,1644187,105598,COM,Call,SOLE,36465000
905803,1644187,1075531,COM,Call,SOLE,29511000
905806,1644187,1080709,COM NEW,Call,SOLE,13012000
905807,1644187,1136893,COM,Call,SOLE,6691000
905813,1644187,1467858,COM,Call,SOLE,10847000
905818,1644187,1540755,COM,Call,SOLE,15772000
905833,1644187,1746396,CLASS A ORD,Call,SOLE,1524000
905883,1644187,1829426,SHS CL A,Call,SOLE,3219000
905900,1644187,1836833,COM CL A,Call,SOLE,827000
905960,1644187,1847127,CLASS A COM,Call,SOLE,5136000
905982,1644187,1855612,CLASS A ORD,Call,SOLE,1524000
905995,1644187,1862965,COM,Put,SOLE,7711000
906012,1644187,320193,COM,Put,SOLE,8079000
906013,1644187,47217,COM,Put,SOLE,8668000
906014,1644187,49071,COM,Call,SOLE,38964000
906016,1644187,50863,COM,Put,SOLE,7262000
906018,1644187,718877,COM,Call,SOLE,6586000
906022,1644187,87789,COM,Call,SOLE,37836000
907176,1645382,1018724,COM,Call,SOLE,667000
907177,1645382,1018724,COM,Put,SOLE,1666000
907193,1645382,104581,COM,Call,SOLE,735000
907217,1645382,1071739,COM,Put,SOLE,2555000
907325,1645382,1318605,COM,Call,SOLE,211000
907326,1645382,1318605,COM,Put,SOLE,7397000
907329,1645382,1326159,COM,Put,SOLE,492000
907344,1645382,1373715,COM,Put,SOLE,844000
907400,1645382,1564408,CL A,Put,SOLE,371000
907405,1645382,1579982,INNOVATION ETF,Call,SOLE,47000
907410,1645382,1594805,CL A,Put,SOLE,275000
907420,1645382,1633917,COM,Put,SOLE,434000
907431,1645382,1652044,CAP STK CL C,Call,SOLE,3762000
907435,1645382,1671933,COM CL A,Put,SOLE,2080000
907453,1645382,1777393,COM CL A,Call,SOLE,4000
907454,1645382,1777393,COM CL A,Put,SOLE,857000
907475,1645382,200406,COM,Put,SOLE,342000
907481,1645382,22301,CL A,Put,SOLE,252000
907484,1645382,2488,COM,Call,SOLE,288000
907503,1645382,320187,CL B,Put,SOLE,417000
907505,1645382,320193,COM,Call,SOLE,533000
907506,1645382,320193,COM,Put,SOLE,1864000
907510,1645382,35495,COM,Put,SOLE,1453000
907566,1645382,707549,COM,Put,SOLE,503000
907576,1645382,731766,COM,Put,SOLE,3365000
907600,1645382,789019,COM,Put,SOLE,7130000
907629,1645382,867,COM,Put,SOLE,222000
907646,1645382,898,COM,Put,SOLE,1409000
912942,165015,1000228,COM,Put,SOLE,465000
912960,165015,1018724,COM,Call,SOLE,666000
912961,165015,1018724,COM,Put,SOLE,8335000
912980,165015,1041061,COM,Put,SOLE,624000
912982,165015,104169,COM,Call,SOLE,274000
912983,165015,104169,COM,Put,SOLE,1229000
912987,165015,104581,COM,Put,SOLE,735000
912989,165015,1047166,COM,Put,SOLE,1462000
912997,165015,1057065,COM,Put,SOLE,572000
913009,165015,1064641,FINANCIAL,Put,SOLE,2346000
913019,165015,1065088,COM,Put,SOLE,485000
913021,165015,106528,COM,Put,SOLE,421000
913025,165015,1067839,UNIT SER 1,Call,SOLE,3082000
913026,165015,1067839,UNIT SER 1,Put,SOLE,19657000
913044,165015,1090872,COM,Put,SOLE,223000
913049,165015,1097149,COM,Put,SOLE,657000
913062,165015,1100663,CHINA LG-CAP ETF,Call,SOLE,7352000
913063,165015,1100663,CHINA LG-CAP ETF,Put,SOLE,15714000
913093,165015,1100663,IBOXX HI YD ETF,Put,SOLE,452000
913097,165015,1100663,ISHARES BIOTECH,Put,SOLE,610000
913102,165015,1100663,MSCI EAFE ETF,Call,SOLE,542000
913103,165015,1100663,MSCI EAFE ETF,Put,SOLE,4240000
913105,165015,1100663,MSCI EMG MKT ETF,Call,SOLE,10532000
913106,165015,1100663,MSCI EMG MKT ETF,Put,SOLE,20560000
913125,165015,1100663,RUSSELL 2000 ETF,Call,SOLE,533000
913126,165015,1100663,RUSSELL 2000 ETF,Put,SOLE,13146000
913145,165015,1101215,COM,Put,SOLE,259000
913149,165015,1103982,CL A,Put,SOLE,1671000
913187,165015,117461,PSHS ULT S&P 500,Put,SOLE,365000
913222,165015,1261333,COM,Put,SOLE,456000
913235,165015,1283699,COM,Put,SOLE,243000
913242,165015,12927,COM,Put,SOLE,885000
913246,165015,1300514,COM,Call,SOLE,877000
913252,165015,1315098,CL A,Put,SOLE,2310000
913254,165015,1318605,COM,Call,SOLE,1373000
913255,165015,1318605,COM,Put,SOLE,9193000
913260,165015,1326801,CL A,Call,SOLE,235000
913261,165015,1326801,CL A,Put,SOLE,2421000
913263,165015,1327811,CL A,Put,SOLE,245000
913287,165015,1373715,COM,Put,SOLE,10385000
913302,165015,1403161,COM CL A,Put,SOLE,390000
913305,165015,1408075,COM,Call,SOLE,487000
913306,165015,1408075,COM,Put,SOLE,1462000
913311,165015,1413329,COM,Put,SOLE,1216000
913324,165015,1428439,COM CL A,Put,SOLE,3149000
913335,165015,1438133,COM NEW,Put,SOLE,225000
913370,165015,1477333,CL A COM,Put,SOLE,1446000
913381,165015,1492426,SHS,Put,SOLE,625000
913408,165015,1547576,GLOBAL CARB STRA,Call,SOLE,305000
913411,165015,1551152,COM,Put,SOLE,1800000
913421,165015,155972,COM CL A,Put,SOLE,1165000
913428,165015,1577552,SPONSORED ADS,Call,SOLE,308000
913431,165015,1579982,FINTECH INNOVA,Put,SOLE,396000
913434,165015,1579982,INNOVATION ETF,Call,SOLE,662000
913436,165015,1585521,CL A,Put,SOLE,441000
913438,165015,1585689,COM,Put,SOLE,1279000
913454,165015,1633917,COM,Call,SOLE,226000
913466,165015,1652044,CAP STK CL A,Put,SOLE,3186000
913468,165015,1652044,CAP STK CL C,Call,SOLE,289000
913469,165015,1652044,CAP STK CL C,Put,SOLE,1157000
913477,165015,1675149,COM,Put,SOLE,2368000
913481,165015,1682852,COM,Put,SOLE,253000
913495,165015,1730168,COM,Put,SOLE,1264000
913512,165015,1792789,CL A,Put,SOLE,268000
913515,165015,18,COM,Put,SOLE,971000
913524,165015,1823,COM,Put,SOLE,516000
913530,165015,1862965,COM,Put,SOLE,236000
913533,165015,19392,CL A,Put,SOLE,1955000
913536,165015,19617,COM,Put,SOLE,538000
913538,165015,200406,COM,Put,SOLE,3438000
913542,165015,21344,COM,Put,SOLE,532000
913544,165015,21665,COM,Put,SOLE,460000
913558,165015,29082,COM,Call,SOLE,795000
913559,165015,29082,COM,Put,SOLE,389000
913575,165015,319201,COM NEW,Call,SOLE,1505000
913577,165015,320187,CL B,Put,SOLE,1516000
913579,165015,320193,COM,Call,SOLE,2130000
913580,165015,320193,COM,Put,SOLE,28411000
913588,165015,35495,COM,Put,SOLE,3935000
913617,165015,49071,COM,Put,SOLE,417000
913623,165015,50863,COM,Call,SOLE,309000
913624,165015,50863,COM,Put,SOLE,417000
913630,165015,51143,COM,Put,SOLE,548000
913643,165015,58696,CL A,Put,SOLE,929000
913651,165015,63908,COM,Put,SOLE,1018000
913656,165015,6674,COM,Put,SOLE,657000
913660,165015,702165,COM,Put,SOLE,297000
913662,165015,707549,COM,Put,SOLE,1222000
913664,165015,70866,COM,Put,SOLE,538000
913677,165015,727632,COM,Put,SOLE,818000
913680,165015,72945,COM,Put,SOLE,232000
913685,165015,731766,COM,Call,SOLE,401000
913686,165015,731766,COM,Put,SOLE,3866000
913690,165015,73309,COM,Put,SOLE,1792000
913700,165015,753308,COM,Put,SOLE,392000
913703,165015,75523,COM,Put,SOLE,4573000
913705,165015,76334,COM,Put,SOLE,477000
913707,165015,76418,COM,Put,SOLE,526000
913714,165015,77476,COM,Put,SOLE,573000
913722,165015,789019,COM,Put,SOLE,17387000
913731,165015,80424,COM,Put,SOLE,618000
913733,165015,804328,COM,Put,SOLE,566000
913753,165015,829224,COM,Put,SOLE,1274000
913766,165015,850209,COM,Put,SOLE,619000
913772,165015,858877,COM,Put,SOLE,551000
913778,165015,866787,COM,Put,SOLE,419000
913810,165015,884394,TR UNIT,Call,SOLE,1037647000
913811,165015,884394,TR UNIT,Put,SOLE,2667638000
913821,165015,895421,COM NEW,Call,SOLE,314000
913837,165015,909832,COM,Put,SOLE,851000
913852,165015,921738,COM,Call,SOLE,259000
913868,165015,9341,COM,Put,SOLE,281000
913896,165015,97472,COM,Put,SOLE,904000
915217,1650303,1360557,COM,Put,SOLE,15000
918576,1651473,815097,COMMON STOCK,Put,SOLE,4024000
918943,1652103,320193,COM,Call,SOLE,71000
918948,1652103,35495,COM,Put,SOLE,1328000
919011,1652103,909832,COM,Put,SOLE,1135000
919252,1652355,1067839,UNIT SER 1,Put,SOLE,189000
919253,1652355,1100663,IBOXX HI YD ETF,Put,SOLE,81000
919254,1652355,1100663,RUSSELL 2000 ETF,Put,SOLE,922000
924252,1658363,831259,CL B,Put,SOLE,133536000
925703,165938,1100663,CALL,Call,SOLE,2358000
925706,165938,1136869,CALL,Call,SOLE,1029000
925710,165938,1288847,CALL,Call,SOLE,879000
925713,165938,1318605,CALL,Call,SOLE,211000
925716,165938,1337587,CALL,Call,SOLE,1077000
925722,165938,1384905,CALL,Call,SOLE,412000
925724,165938,140897,PUT,Put,SOLE,28150000
925725,165938,1418091,CALL,Call,SOLE,281000
925735,165938,1506293,PUT,Put,SOLE,1185000
925774,165938,2488,CALL,Call,SOLE,345000
925783,165938,87789,CALL,Call,SOLE,530000
925788,165938,943823,CALL,Call,SOLE,2500000
926086,1660086,132638,CL A,Call,SOLE,1261
927963,166114,1007648,SPONSORED ADS,Put,DFND,12512000
927964,166114,1007648,SPONSORED ADS,Put,SOLE,44647000
927967,166114,1008114,COM,Call,DFND,788000
927968,166114,1008114,COM,Call,SOLE,2812000
927971,166114,1014473,COM,Call,DFND,2310000
927972,166114,1014473,COM,Call,SOLE,8275000
927973,166114,1018724,COM,Call,DFND,11003000
927974,166114,1018724,COM,Call,SOLE,38345000
927977,166114,104581,COM,Call,DFND,7353000
927978,166114,104581,COM,Call,SOLE,26293000
927979,166114,104581,COM,Put,DFND,9206000
927980,166114,104581,COM,Put,SOLE,32793000
927985,166114,1059556,COM,Put,DFND,4648000
927986,166114,1059556,COM,Put,SOLE,16561000
927993,166114,1100663,20 YR TR BD ETF,Put,DFND,17190000
927994,166114,1100663,20 YR TR BD ETF,Put,SOLE,61321000
927995,166114,1100682,COM,Call,DFND,3240000
927996,166114,1100682,COM,Call,SOLE,11529000
927997,166114,1108524,COM,Call,DFND,9276000
927998,166114,1108524,COM,Call,SOLE,33062000
927999,166114,1108524,COM,Put,DFND,10419000
928000,166114,1108524,COM,Put,SOLE,37154000
928007,166114,1264806,SPONSORD ADS,Call,DFND,1409000
928008,166114,1264806,SPONSORD ADS,Call,SOLE,5033000
928013,166114,1326801,CL A,Call,DFND,21594000
928014,166114,1326801,CL A,Call,SOLE,77058000
928015,166114,1326801,CL A,Put,DFND,6054000
928016,166114,1326801,CL A,Put,SOLE,21829000
928019,166114,1327811,CL A,Call,DFND,4699000
928020,166114,1327811,CL A,Call,SOLE,16773000
